Data version,Climate station name,Province,Country,Station ID,Degree latitude,Degree longitude,UTC offset,Elevation
CWEC2011,MEDICINE HAT RCS,AB,CAN,3034485,50.03,-110.72,-7.00,715.0                                                      
ECCC station identifier,File source code (always 'B'),Year Month Day Hour (YYYYMMDDHH),Extraterrestrial irradiance / kJ/m2,Global horizontal irradiance / kJ/m2,Flag,Direct normal irradiance / kJ/m2,Flag,Diffuse horizontal irradiance / kJ/m2,Flag,Global horizontal illuminance / 100 lux,Flag,Direct normal illuminance / 100 lux,Flag,Diffuse horizontal illuminance / 100 lux,Flag,Zenith luminance / 100 Cd/m2,Flag,Minutes of sunshine / 0-60 minutes,Flag,Ceiling height / 10 m,Flag,Sky condition,Flag,Visibility / 100 m,Flag,Present Weather,Flag,Station pressure / 10 Pa,Flag,Dry bulb temperature / 0.1 C,Flag,Dew point temperature / 0.1 C,Flag,Wind direction / 0-359 degrees,Flag,Wind speed / 0.1 m/s,Flag,Total sky cover / 0-10 in tenths,Flag,Opaque sky cover / 0-10 in tenths,Flag,Snow cover (0 = no snow cover 1 = snow cover),Flag
3034485,B,2017010101,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9202,A,-76,A,-94,A,70,,36,,99,9,99,9,0,,
3034485,B,2017010102,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9235,A,-86,A,-106,A,60,,33,,99,9,99,9,0,,
3034485,B,2017010103,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9260,A,-95,A,-116,A,50,,25,,99,9,99,9,0,,
3034485,B,2017010104,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9276,A,-102,A,-125,A,40,,39,,99,9,99,9,0,,
3034485,B,2017010105,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9287,A,-109,A,-132,A,50,,31,,99,9,99,9,0,,
3034485,B,2017010106,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9297,A,-116,A,-140,A,40,,33,,99,9,99,9,0,,
3034485,B,2017010107,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9302,,-123,,-145,,20,,19,,99,9,99,9,0,,
3034485,B,2017010108,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9315,,-126,,-149,,40,,19,,99,9,99,9,0,,
3034485,B,2017010109,94,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9329,,-140,,-159,,20,,31,,99,9,99,9,0,,
3034485,B,2017010110,631,175,S,22,S,172,S,56,Q,4,Q,56,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9337,,-137,,-161,,20,,31,,99,9,99,9,0,,
3034485,B,2017010111,1096,380,S,292,S,316,S,120,Q,73,Q,105,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9344,,-139,,-161,,10,,36,,99,9,99,9,0,,
3034485,B,2017010112,1383,551,S,449,S,428,S,176,Q,123,Q,142,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9344,,-131,,-154,,30,,39,,99,9,99,9,0,,
3034485,B,2017010113,1471,557,S,332,S,461,S,179,Q,92,Q,152,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9342,,-120,,-153,,60,,19,,99,9,99,9,0,,
3034485,B,2017010114,1354,491,S,262,S,421,S,157,Q,71,Q,138,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9342,,-116,,-151,,80,,17,,99,9,99,9,0,,
3034485,B,2017010115,1042,413,S,419,S,327,S,130,Q,103,Q,109,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9345,,-111,,-145,,40,,8,,99,9,99,9,0,,
3034485,B,2017010116,554,180,S,164,S,162,S,57,Q,28,Q,53,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9348,,-115,,-144,,330,,17,,99,9,99,9,0,,
3034485,B,2017010117,52,14,S,0,S,14,S,5,Q,0,Q,5,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9353,,-116,,-140,,350,,14,,99,9,99,9,0,,
3034485,B,2017010118,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9356,,-118,,-141,,300,,19,,99,9,99,9,0,,
3034485,B,2017010119,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9358,,-120,,-141,,300,,14,,99,9,99,9,0,,
3034485,B,2017010120,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9361,,-123,,-143,,300,,11,,99,9,99,9,0,,
3034485,B,2017010121,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9365,,-151,,-169,,350,,17,,99,9,99,9,0,,
3034485,B,2017010122,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9368,,-159,,-173,,350,,17,,99,9,99,9,0,,
3034485,B,2017010123,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9372,,-157,,-172,,0,,22,,99,9,99,9,0,,
3034485,B,2017010124,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9375,,-166,,-181,,350,,14,,99,9,99,9,0,,
3034485,B,2017010201,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9377,,-164,,-179,,350,,6,,99,9,99,9,0,,
3034485,B,2017010202,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9379,,-171,,-189,,340,,11,,99,9,99,9,0,,
3034485,B,2017010203,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9383,,-178,,-196,,0,,17,,99,9,99,9,0,,
3034485,B,2017010204,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9384,,-184,,-201,,0,,17,,99,9,99,9,0,,
3034485,B,2017010205,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9388,,-194,,-211,,0,,11,,99,9,99,9,0,,
3034485,B,2017010206,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9392,,-203,,-220,,0,,11,,99,9,99,9,0,,
3034485,B,2017010207,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9399,,-205,,-222,,0,,8,,99,9,99,9,0,,
3034485,B,2017010208,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9405,,-208,,-225,,10,,8,,99,9,99,9,0,,
3034485,B,2017010209,95,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9412,,-208,,-224,,20,,14,,99,9,99,9,0,,
3034485,B,2017010210,633,355,S,1814,S,127,S,90,Q,350,Q,46,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9419,,-202,,-221,,0,,8,,99,9,99,9,0,,
3034485,B,2017010211,1100,679,S,2663,S,99,S,182,Q,667,Q,36,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9422,,-182,,-210,,220,,8,,99,9,99,9,0,,
3034485,B,2017010212,1388,911,S,2878,S,121,S,260,Q,786,Q,44,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9422,,-174,,-204,,230,,11,,99,9,99,9,0,,
3034485,B,2017010213,1477,948,S,2355,S,260,S,283,Q,654,Q,92,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9423,,-154,,-191,,220,,8,,99,9,99,9,0,,
3034485,B,2017010214,1363,721,S,1583,S,294,S,219,Q,430,Q,103,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9426,,-139,,-171,,20,,8,,99,9,99,9,0,,
3034485,B,2017010215,1051,444,S,704,S,297,S,137,Q,173,Q,101,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9428,,-139,,-169,,0,,14,,99,9,99,9,0,,
3034485,B,2017010216,564,235,S,944,S,129,S,64,Q,167,Q,46,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9432,,-147,,-171,,10,,14,,99,9,99,9,0,,
3034485,B,2017010217,57,28,S,8,S,19,S,6,Q,9999,9,7,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9437,,-154,,-177,,0,,3,,99,9,99,9,0,,
3034485,B,2017010218,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9443,,-160,,-181,,20,,8,,99,9,99,9,0,,
3034485,B,2017010219,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9444,,-169,,-188,,330,,6,,99,9,99,9,0,,
3034485,B,2017010220,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9449,,-186,,-204,,0,,3,,99,9,99,9,0,,
3034485,B,2017010221,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9452,,-194,,-213,,0,,3,,99,9,99,9,0,,
3034485,B,2017010222,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9452,,-199,,-219,,330,,6,,99,9,99,9,0,,
3034485,B,2017010223,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9451,,-204,,-225,,250,,11,,99,9,99,9,0,,
3034485,B,2017010224,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9451,,-213,,-235,,350,,6,,99,9,99,9,0,,
3034485,B,2017010301,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9449,,-216,,-235,,210,,11,,99,9,99,9,0,,
3034485,B,2017010302,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9450,,-227,,-247,,230,,8,,99,9,99,9,0,,
3034485,B,2017010303,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9453,,-244,,-268,,230,,22,,99,9,99,9,0,,
3034485,B,2017010304,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9453,,-241,,-262,,240,,14,,99,9,99,9,0,,
3034485,B,2017010305,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9456,,-244,,-265,,350,,11,,99,9,99,9,0,,
3034485,B,2017010306,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9457,,-248,,-271,,200,,11,,99,9,99,9,0,,
3034485,B,2017010307,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9459,,-237,,-259,,220,,14,,99,9,99,9,0,,
3034485,B,2017010308,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9458,,-223,,-245,,200,,14,,99,9,99,9,0,,
3034485,B,2017010309,96,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9457,,-209,,-233,,230,,25,,99,9,99,9,0,,
3034485,B,2017010310,637,287,S,768,S,190,S,84,Q,149,Q,65,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9459,,-205,,-230,,220,,31,,99,9,99,9,0,,
3034485,B,2017010311,1104,538,S,1303,S,253,S,160,Q,327,Q,88,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9456,,-196,,-222,,230,,31,,99,9,99,9,0,,
3034485,B,2017010312,1394,861,S,2089,S,285,S,258,Q,571,Q,101,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9451,,-189,,-225,,240,,36,,99,9,99,9,0,,
3034485,B,2017010313,1485,1079,S,2967,S,208,S,317,Q,826,Q,74,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9445,,-186,,-223,,220,,47,,99,9,99,9,0,,
3034485,B,2017010314,1371,983,S,3219,S,110,S,278,Q,876,Q,40,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9442,,-188,,-228,,220,,39,,99,9,99,9,0,,
3034485,B,2017010315,1061,727,S,3036,S,89,S,190,Q,749,Q,33,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9442,,-192,,-231,,220,,44,,99,9,99,9,0,,
3034485,B,2017010316,575,356,S,2512,S,69,S,77,Q,450,Q,26,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9440,,-207,,-236,,230,,31,,99,9,99,9,0,,
3034485,B,2017010317,61,36,S,22,S,13,S,4,Q,9999,9,5,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9439,,-212,,-237,,240,,28,,99,9,99,9,0,,
3034485,B,2017010318,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9440,,-224,,-249,,240,,22,,99,9,99,9,0,,
3034485,B,2017010319,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9438,,-231,,-255,,240,,31,,99,9,99,9,0,,
3034485,B,2017010320,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9435,,-234,,-258,,240,,39,,99,9,99,9,0,,
3034485,B,2017010321,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9431,,-246,,-270,,240,,47,,99,9,99,9,0,,
3034485,B,2017010322,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9425,,-250,,-276,,240,,42,,99,9,99,9,0,,
3034485,B,2017010323,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9422,,-252,,-278,,240,,42,,99,9,99,9,0,,
3034485,B,2017010324,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9417,,-253,,-280,,240,,42,,99,9,99,9,0,,
3034485,B,2017010401,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9409,,-231,,-257,,220,,47,,99,9,99,9,0,,
3034485,B,2017010402,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9404,,-219,,-246,,230,,50,,99,9,99,9,0,,
3034485,B,2017010403,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9406,,-198,,-225,,250,,31,,99,9,99,9,0,,
3034485,B,2017010404,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9401,,-179,,-205,,250,,33,,99,9,99,9,0,,
3034485,B,2017010405,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9396,,-164,,-187,,260,,33,,99,9,99,9,0,,
3034485,B,2017010406,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9391,,-154,,-179,,260,,36,,99,9,99,9,0,,
3034485,B,2017010407,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9388,,-142,,-167,,260,,31,,99,9,99,9,0,,
3034485,B,2017010408,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9384,,-135,,-158,,290,,33,,99,9,99,9,0,,
3034485,B,2017010409,97,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9383,,-134,,-154,,340,,25,,99,9,99,9,0,,
3034485,B,2017010410,640,273,S,510,S,209,S,83,Q,99,Q,70,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9384,,-131,,-154,,330,,22,,99,9,99,9,0,,
3034485,B,2017010411,1109,400,S,348,S,323,S,127,Q,87,Q,107,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9384,,-130,,-154,,330,,28,,99,9,99,9,0,,
3034485,B,2017010412,1400,520,S,337,S,427,S,167,Q,92,Q,141,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9382,,-127,,-151,,340,,31,,99,9,99,9,0,,
3034485,B,2017010413,1493,570,S,286,S,485,S,183,Q,80,Q,160,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9379,,-127,,-155,,340,,31,,99,9,99,9,0,,
3034485,B,2017010414,1381,531,S,294,S,450,S,170,Q,80,Q,148,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9377,,-127,,-155,,340,,42,,99,9,99,9,0,,
3034485,B,2017010415,1072,382,S,268,S,325,S,121,Q,66,Q,107,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9380,,-127,,-156,,30,,22,,99,9,99,9,0,,
3034485,B,2017010416,586,203,S,257,S,173,S,63,Q,46,Q,57,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9386,,-131,,-160,,20,,25,,99,9,99,9,0,,
3034485,B,2017010417,66,27,S,5,S,21,S,7,Q,9999,9,7,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9389,,-134,,-162,,20,,19,,99,9,99,9,0,,
3034485,B,2017010418,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9391,,-137,,-165,,30,,22,,99,9,99,9,0,,
3034485,B,2017010419,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9395,,-138,,-166,,10,,11,,99,9,99,9,0,,
3034485,B,2017010420,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9394,,-138,,-168,,10,,8,,99,9,99,9,0,,
3034485,B,2017010421,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9393,,-137,,-165,,310,,6,,99,9,99,9,0,,
3034485,B,2017010422,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9391,,-137,,-164,,240,,11,,99,9,99,9,0,,
3034485,B,2017010423,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9389,,-139,,-163,,210,,19,,99,9,99,9,0,,
3034485,B,2017010424,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9385,,-130,,-158,,300,,17,,99,9,99,9,0,,
3034485,B,2017010501,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9381,,-128,,-157,,260,,28,,99,9,99,9,0,,
3034485,B,2017010502,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9377,,-129,,-156,,260,,22,,99,9,99,9,0,,
3034485,B,2017010503,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9378,,-133,,-158,,260,,31,,99,9,99,9,0,,
3034485,B,2017010504,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9375,,-142,,-164,,240,,14,,99,9,99,9,0,,
3034485,B,2017010505,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9366,,-149,,-168,,220,,36,,99,9,99,9,0,,
3034485,B,2017010506,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9359,,-154,,-170,,230,,22,,99,9,99,9,0,,
3034485,B,2017010507,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9354,,-156,,-172,,230,,33,,99,9,99,9,0,,
3034485,B,2017010508,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9343,,-135,,-154,,230,,47,,99,9,99,9,0,,
3034485,B,2017010509,99,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9335,,-127,,-148,,230,,50,,99,9,99,9,0,,
3034485,B,2017010510,644,224,S,444,S,168,S,68,Q,87,Q,57,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9330,,-104,,-130,,230,,47,,99,9,99,9,0,,
3034485,B,2017010511,1115,445,S,505,S,334,S,140,Q,127,Q,112,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9323,,-94,,-125,,230,,61,,99,9,99,9,0,,
3034485,B,2017010512,1407,597,S,541,S,446,S,190,Q,148,Q,149,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9313,,-83,,-122,,230,,61,,99,9,99,9,0,,
3034485,B,2017010513,1501,621,S,449,S,487,S,199,Q,125,Q,162,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9305,,-77,,-129,,230,,69,,99,9,99,9,0,,
3034485,B,2017010514,1391,551,I,531,Q,405,I,175,Q,145,Q,135,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9302,,-77,,-128,,240,,56,,99,9,99,9,0,,
3034485,B,2017010515,1083,481,S,737,S,323,S,149,Q,183,Q,109,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9300,,-79,,-122,,240,,47,,99,9,99,9,0,,
3034485,B,2017010516,598,307,S,1409,S,139,S,81,Q,261,Q,50,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9299,,-79,,-109,,240,,33,,99,9,99,9,0,,
3034485,B,2017010517,72,36,S,12,S,23,S,8,Q,9999,9,8,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9298,,-84,,-100,,240,,36,,99,9,99,9,0,,
3034485,B,2017010518,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9299,,-85,,-98,,230,,31,,99,9,99,9,0,,
3034485,B,2017010519,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9300,,-88,,-100,,230,,25,,99,9,99,9,0,,
3034485,B,2017010520,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9300,,-72,,-82,,300,,31,,99,9,99,9,0,,
3034485,B,2017010521,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9299,,-77,,-88,,310,,31,,99,9,99,9,0,,
3034485,B,2017010522,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9300,,-80,,-91,,310,,33,,99,9,99,9,0,,
3034485,B,2017010523,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9305,,-88,,-101,,320,,39,,99,9,99,9,0,,
3034485,B,2017010524,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9308,,-100,,-112,,330,,28,,99,9,99,9,0,,
3034485,B,2017010601,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9312,,-115,,-128,,330,,25,,99,9,99,9,0,,
3034485,B,2017010602,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9318,,-129,,-142,,0,,14,,99,9,99,9,0,,
3034485,B,2017010603,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9324,,-142,,-155,,10,,11,,99,9,99,9,0,,
3034485,B,2017010604,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9327,,-149,,-164,,40,,8,,99,9,99,9,0,,
3034485,B,2017010605,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9325,,-155,,-169,,60,,14,,99,9,99,9,0,,
3034485,B,2017010606,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9330,,-156,,-172,,60,,14,,99,9,99,9,0,,
3034485,B,2017010607,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9335,,-162,,-178,,90,,25,,99,9,99,9,0,,
3034485,B,2017010608,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9336,,-169,,-185,,80,,31,,99,9,99,9,0,,
3034485,B,2017010609,101,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9340,,-170,,-187,,70,,31,,99,9,99,9,0,,
3034485,B,2017010610,649,187,S,27,S,183,S,60,Q,5,Q,59,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9347,,-165,,-183,,100,,28,,99,9,99,9,0,,
3034485,B,2017010611,1121,412,S,311,S,343,S,131,Q,78,Q,114,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9350,,-155,,-174,,90,,36,,99,9,99,9,0,,
3034485,B,2017010612,1415,618,S,662,S,432,S,196,Q,182,Q,145,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9349,,-146,,-167,,90,,31,,99,9,99,9,0,,
3034485,B,2017010613,1511,906,S,1748,S,384,S,280,Q,489,Q,134,Q,9999,9,99,9,9999,9,9999,9,9999,9,99999999,9,9344,,-134,,-158,,80,,31,,99,9,99,9,0,,
