Data version,Climate station name,Province,Country,Station ID,Degree latitude,Degree longitude,UTC offset,Elevation
CWEC2011,MEDICINE HAT RCS,AB,CAN,3034485,50.03,-110.72,-7.00,715.0                                                      
ECCC station identifier,File source code (always 'B'),Year Month Day Hour (YYYYMMDDHH),Extraterrestrial irradiance / kJ/m2,Global horizontal irradiance / kJ/m2,Flag,Direct normal irradiance / kJ/m2,Flag,Diffuse horizontal irradiance / kJ/m2,Flag,Global horizontal illuminance / 100 lux,Flag,Direct normal illuminance / 100 lux,Flag,Diffuse horizontal illuminance / 100 lux,Flag,Zenith luminance / 100 Cd/m2,Flag,Minutes of sunshine / 0-60 minutes,Flag,Ceiling height / 10 m,Flag,Sky condition,Flag,Visibility / 100 m,Flag,Present Weather,Flag,Station pressure / 10 Pa,Flag,Dry bulb temperature / 0.1 C,Flag,Dew point temperature / 0.1 C,Flag,Wind direction / 0-359 degrees,Flag,Wind speed / 0.1 m/s,Flag,Total sky cover / 0-10 in tenths,Flag,Opaque sky cover / 0-10 in tenths,Flag,Snow cover (0 = no snow cover 1 = snow cover),Flag
3034485,B,2008060817,2735,397,S,0,S,397,S,128,Q,0,Q,128,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9276,,141,,83,,320,,36,,99,9,99,9,0,,
3034485,B,2008060818,2046,433,S,0,S,433,S,140,Q,0,Q,140,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9271,,154,,69,,330,,25,,99,9,99,9,0,,
3034485,B,2008060819,1314,521,S,366,S,420,S,167,Q,100,Q,139,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9277,,147,,79,,290,,19,,99,9,99,9,0,,
3034485,B,2008060820,590,68,S,0,S,68,S,22,Q,0,Q,22,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9280,,125,,100,,250,,53,,99,9,99,9,0,,
3034485,B,2008060821,44,7,S,0,S,7,S,2,Q,0,Q,2,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9284,,123,,92,,310,,42,,99,9,99,9,0,,
3034485,B,2008060822,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9283,,112,,90,,300,,42,,99,9,99,9,0,,
3034485,B,2008060823,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9283,,112,,89,,280,,36,,99,9,99,9,0,,
3034485,B,2008060824,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9282,,108,,94,,290,,53,,99,9,99,9,0,,
3034485,B,2008060901,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9281,,108,,97,,300,,42,,99,9,99,9,0,,
3034485,B,2008060902,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9279,,105,,95,,290,,36,,99,9,99,9,0,,
3034485,B,2008060903,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9279,,103,,93,,300,,47,,99,9,99,9,0,,
3034485,B,2008060904,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9280,,102,,92,,290,,56,,99,9,99,9,0,,
3034485,B,2008060905,141,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9281,,95,,86,,300,,53,,99,9,99,9,0,,
3034485,B,2008060906,792,151,S,0,S,151,S,49,Q,0,Q,49,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9281,,96,,81,,300,,36,,99,9,99,9,0,,
3034485,B,2008060907,1524,389,S,4,S,388,S,126,Q,1,Q,125,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9279,,98,,77,,290,,36,,99,9,99,9,0,,
3034485,B,2008060908,2247,668,S,80,S,630,S,216,Q,24,Q,204,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9277,,105,,78,,280,,47,,99,9,99,9,0,,
3034485,B,2008060909,2915,2105,S,2228,S,740,S,664,Q,673,Q,251,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9275,,112,,81,,340,,36,,99,9,99,9,0,,
3034485,B,2008060910,3481,2647,S,2520,S,804,S,831,Q,763,Q,273,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9274,,125,,75,,300,,25,,99,9,99,9,0,,
3034485,B,2008060911,3906,1715,S,452,S,1344,S,553,Q,137,Q,440,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9271,,145,,86,,10,,31,,99,9,99,9,0,,
3034485,B,2008060912,4163,2376,S,1018,S,1486,S,762,Q,308,Q,493,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9268,,137,,82,,70,,17,,99,9,99,9,0,,
3034485,B,2008060913,4232,1949,S,460,S,1540,S,628,Q,139,Q,504,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9265,,144,,76,,310,,6,,99,9,99,9,0,,
3034485,B,2008060914,4111,2330,S,970,S,1492,S,748,Q,294,Q,494,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9263,,155,,69,,30,,19,,99,9,99,9,0,,
3034485,B,2008060915,3806,1465,S,281,S,1240,S,472,Q,85,Q,404,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9256,,154,,64,,90,,25,,99,9,99,9,0,,
3034485,B,2008060916,3338,1963,S,1134,S,1167,S,629,Q,343,Q,388,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9250,,154,,46,,20,,17,,99,9,99,9,0,,
3034485,B,2008060917,2740,1771,S,1864,S,698,S,561,Q,562,Q,237,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9247,,169,,50,,180,,19,,99,9,99,9,0,,
3034485,B,2008060918,2053,1301,S,1937,S,466,S,409,Q,574,Q,161,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9243,,158,,51,,190,,6,,99,9,99,9,0,,
3034485,B,2008060919,1322,845,S,2033,S,281,S,254,Q,557,Q,99,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9238,,155,,53,,40,,19,,99,9,99,9,0,,
3034485,B,2008060920,598,297,S,995,S,172,S,84,Q,191,Q,60,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9235,,132,,67,,20,,17,,99,9,99,9,0,,
3034485,B,2008060921,47,9,S,0,S,9,S,3,Q,0,Q,3,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9234,,127,,74,,70,,17,,99,9,99,9,0,,
3034485,B,2008060922,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9229,,117,,85,,60,,19,,99,9,99,9,0,,
3034485,B,2008060923,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9227,,105,,78,,140,,31,,99,9,99,9,0,,
3034485,B,2008060924,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9225,,110,,80,,130,,25,,99,9,99,9,0,,
3034485,B,2008061001,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9218,,107,,80,,80,,17,,99,9,99,9,0,,
3034485,B,2008061002,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9214,,113,,80,,90,,31,,99,9,99,9,0,,
3034485,B,2008061003,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9215,,110,,82,,310,,17,,99,9,99,9,0,,
3034485,B,2008061004,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9215,,111,,82,,230,,36,,99,9,99,9,0,,
3034485,B,2008061005,143,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9215,,102,,81,,50,,11,,99,9,99,9,0,,
3034485,B,2008061006,795,263,S,219,S,227,S,83,Q,49,Q,75,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9216,,98,,81,,80,,25,,99,9,99,9,0,,
3034485,B,2008061007,1526,672,S,851,S,399,S,213,Q,243,Q,136,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9216,,109,,90,,80,,11,,99,9,99,9,0,,
3034485,B,2008061008,2248,1146,S,1020,S,665,S,368,Q,304,Q,224,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9215,,122,,94,,70,,19,,99,9,99,9,0,,
3034485,B,2008061009,2916,2090,S,2245,S,714,S,659,Q,678,Q,243,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9214,,145,,90,,130,,36,,99,9,99,9,0,,
3034485,B,2008061010,3482,1790,S,912,S,1122,S,574,Q,276,Q,372,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9213,,136,,94,,120,,56,,99,9,99,9,0,,
3034485,B,2008061011,3908,908,S,52,S,865,S,293,Q,16,Q,280,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9215,,136,,83,,100,,56,,99,9,99,9,0,,
3034485,B,2008061012,4165,774,S,7,S,768,S,250,Q,2,Q,248,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9222,,113,,89,,110,,53,,99,9,99,9,0,,
3034485,B,2008061013,4234,788,S,3,S,785,S,254,Q,1,Q,253,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9226,,95,,79,,120,,61,,99,9,99,9,0,,
3034485,B,2008061014,4113,702,S,7,S,696,S,226,Q,2,Q,224,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9224,,108,,86,,50,,19,,99,9,99,9,0,,
3034485,B,2008061015,3809,939,S,42,S,905,S,303,Q,13,Q,292,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9219,,112,,90,,80,,53,,99,9,99,9,0,,
3034485,B,2008061016,3343,1273,S,314,S,1052,S,411,Q,95,Q,344,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9218,,116,,95,,50,,47,,99,9,99,9,0,,
3034485,B,2008061017,2746,389,S,0,S,389,S,125,Q,0,Q,125,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9217,,127,,107,,90,,17,,99,9,99,9,0,,
3034485,B,2008061018,2059,391,S,0,S,391,S,126,Q,0,Q,126,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9218,,127,,87,,70,,53,,99,9,99,9,0,,
3034485,B,2008061019,1329,583,S,647,S,403,S,185,Q,178,Q,135,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9220,,114,,89,,60,,53,,99,9,99,9,0,,
3034485,B,2008061020,605,90,S,0,S,90,S,29,Q,0,Q,29,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9222,,103,,89,,80,,53,,99,9,99,9,0,,
3034485,B,2008061021,51,9,S,0,S,9,S,3,Q,0,Q,3,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9223,,103,,85,,60,,42,,99,9,99,9,0,,
3034485,B,2008061022,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9222,,103,,78,,40,,53,,99,9,99,9,0,,
3034485,B,2008061023,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9216,,99,,79,,50,,61,,99,9,99,9,0,,
3034485,B,2008061024,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9208,,94,,84,,80,,61,,99,9,99,9,0,,
3034485,B,2008061101,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9204,,100,,80,,20,,67,,99,9,99,9,0,,
3034485,B,2008061102,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9207,,95,,82,,50,,83,,99,9,99,9,0,,
3034485,B,2008061103,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9219,,77,,57,,70,,53,,99,9,99,9,0,,
3034485,B,2008061104,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9221,,77,,60,,100,,19,,99,9,99,9,0,,
3034485,B,2008061105,145,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9222,,72,,65,,60,,19,,99,9,99,9,0,,
3034485,B,2008061106,797,66,S,0,S,66,S,21,Q,0,Q,21,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9219,,79,,72,,60,,19,,99,9,99,9,0,,
3034485,B,2008061107,1527,165,S,0,S,165,S,53,Q,0,Q,53,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9217,,81,,72,,10,,31,,99,9,99,9,0,,
3034485,B,2008061108,2249,280,S,0,S,280,S,90,Q,0,Q,90,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9218,,84,,73,,80,,53,,99,9,99,9,0,,
3034485,B,2008061109,2917,373,S,0,S,373,S,120,Q,0,Q,120,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9222,,81,,72,,70,,47,,99,9,99,9,0,,
3034485,B,2008061110,3483,643,S,0,S,643,S,207,Q,0,Q,207,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9226,,79,,68,,50,,53,,99,9,99,9,0,,
3034485,B,2008061111,3908,504,S,0,S,504,S,162,Q,0,Q,162,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9227,,83,,73,,40,,36,,99,9,99,9,0,,
3034485,B,2008061112,4166,545,S,4,S,541,S,176,Q,1,Q,175,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9236,,100,,74,,50,,56,,99,9,99,9,0,,
3034485,B,2008061113,4236,1478,S,107,S,1383,S,477,Q,32,Q,448,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9239,,110,,68,,50,,36,,99,9,99,9,0,,
3034485,B,2008061114,4116,1246,S,59,S,1195,S,402,Q,18,Q,386,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9243,,125,,60,,70,,36,,99,9,99,9,0,,
3034485,B,2008061115,3813,1371,S,107,S,1285,S,442,Q,32,Q,416,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9248,,129,,65,,50,,11,,99,9,99,9,0,,
3034485,B,2008061116,3347,953,S,41,S,924,S,307,Q,12,Q,299,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9258,,110,,62,,60,,78,,99,9,99,9,0,,
3034485,B,2008061117,2751,870,S,81,S,824,S,281,Q,24,Q,267,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9265,,99,,64,,80,,36,,99,9,99,9,0,,
3034485,B,2008061118,2065,365,S,0,S,365,S,118,Q,0,Q,118,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9274,,78,,61,,60,,67,,99,9,99,9,0,,
3034485,B,2008061119,1336,327,S,0,S,327,S,105,Q,0,Q,105,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9283,,72,,58,,50,,47,,99,9,99,9,0,,
3034485,B,2008061120,612,65,S,0,S,65,S,21,Q,0,Q,21,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9287,,68,,57,,50,,36,,99,9,99,9,0,,
3034485,B,2008061121,54,4,S,0,S,4,S,1,Q,0,Q,1,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9288,,66,,58,,40,,19,,99,9,99,9,0,,
3034485,B,2008061122,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9286,,70,,62,,350,,67,,99,9,99,9,0,,
3034485,B,2008061123,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9283,,71,,62,,330,,53,,99,9,99,9,0,,
3034485,B,2008061124,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9277,,72,,63,,340,,67,,99,9,99,9,0,,
3034485,B,2008061201,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9275,,72,,59,,10,,31,,99,9,99,9,0,,
3034485,B,2008061202,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9273,,73,,65,,350,,31,,99,9,99,9,0,,
3034485,B,2008061203,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9267,,72,,65,,340,,31,,99,9,99,9,0,,
3034485,B,2008061204,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9265,,76,,67,,330,,53,,99,9,99,9,0,,
3034485,B,2008061205,148,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9265,,77,,68,,0,,53,,99,9,99,9,0,,
3034485,B,2008061206,799,66,S,0,S,66,S,21,Q,0,Q,21,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9267,,79,,69,,330,,72,,99,9,99,9,0,,
3034485,B,2008061207,1528,165,S,0,S,165,S,53,Q,0,Q,53,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9264,,81,,63,,320,,56,,99,9,99,9,0,,
3034485,B,2008061208,2250,280,S,0,S,280,S,90,Q,0,Q,90,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9260,,102,,64,,310,,67,,99,9,99,9,0,,
3034485,B,2008061209,2917,750,S,18,S,738,S,242,Q,6,Q,238,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9262,,98,,73,,340,,72,,99,9,99,9,0,,
3034485,B,2008061210,3483,598,S,0,S,598,S,193,Q,0,Q,193,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9260,,121,,69,,330,,72,,99,9,99,9,0,,
3034485,B,2008061211,3909,1298,S,92,S,1222,S,419,Q,28,Q,396,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9259,,138,,77,,300,,78,,99,9,99,9,0,,
3034485,B,2008061212,4167,1878,S,424,S,1507,S,605,Q,128,Q,493,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9256,,126,,76,,0,,67,,99,9,99,9,0,,
3034485,B,2008061213,4238,2545,S,1171,S,1500,S,815,Q,355,Q,498,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9247,,172,,66,,340,,53,,99,9,99,9,0,,
3034485,B,2008061214,4118,2429,S,1094,S,1482,S,779,Q,331,Q,492,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9247,,176,,18,,340,,61,,99,9,99,9,0,,
3034485,B,2008061215,3816,1286,S,309,S,1038,S,415,Q,94,Q,339,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9247,,173,,68,,320,,36,,99,9,99,9,0,,
3034485,B,2008061216,3351,2429,S,1867,S,1113,S,772,Q,565,Q,374,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9252,,146,,56,,330,,78,,99,9,99,9,0,,
3034485,B,2008061217,2756,460,S,0,S,460,S,148,Q,0,Q,148,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9254,,155,,84,,260,,53,,99,9,99,9,0,,
3034485,B,2008061218,2070,611,S,48,S,590,S,197,Q,14,Q,191,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9255,,137,,53,,300,,67,,99,9,99,9,0,,
3034485,B,2008061219,1342,416,S,52,S,402,S,134,Q,14,Q,130,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9257,,141,,57,,290,,67,,99,9,99,9,0,,
3034485,B,2008061220,619,170,S,15,S,169,S,55,Q,3,Q,54,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9259,,138,,61,,310,,53,,99,9,99,9,0,,
3034485,B,2008061221,57,15,S,0,S,15,S,5,Q,0,Q,5,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9260,,130,,65,,290,,61,,99,9,99,9,0,,
3034485,B,2008061222,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9262,,122,,64,,330,,17,,99,9,99,9,0,,
3034485,B,2008061223,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9265,,111,,70,,110,,17,,99,9,99,9,0,,
3034485,B,2008061224,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9263,,99,,75,,100,,17,,99,9,99,9,0,,
3034485,B,2008061301,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9258,,74,,63,,220,,25,,99,9,99,9,0,,
3034485,B,2008061302,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9252,,71,,59,,220,,17,,99,9,99,9,0,,
3034485,B,2008061303,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9252,,77,,62,,110,,19,,99,9,99,9,0,,
3034485,B,2008061304,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9252,,69,,49,,220,,25,,99,9,99,9,0,,
3034485,B,2008061305,149,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9249,,84,,65,,180,,17,,99,9,99,9,0,,
3034485,B,2008061306,800,66,S,0,S,66,S,21,Q,0,Q,21,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9252,,107,,77,,200,,19,,99,9,99,9,0,,
3034485,B,2008061307,1529,166,S,0,S,166,S,53,Q,0,Q,53,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9253,,141,,86,,200,,11,,99,9,99,9,0,,
3034485,B,2008061308,2250,282,S,0,S,282,S,91,Q,0,Q,91,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9254,,141,,73,,240,,36,,99,9,99,9,0,,
3034485,B,2008061309,2917,983,S,141,S,897,S,317,Q,43,Q,291,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9254,,156,,78,,250,,42,,99,9,99,9,0,,
3034485,B,2008061310,3483,1705,S,604,S,1263,S,549,Q,183,Q,415,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9253,,173,,85,,280,,31,,99,9,99,9,0,,
3034485,B,2008061311,3909,2342,S,1174,S,1376,S,750,Q,355,Q,458,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9253,,183,,87,,260,,31,,99,9,99,9,0,,
3034485,B,2008061312,4168,1315,S,241,S,1104,S,424,Q,73,Q,360,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9253,,191,,80,,270,,42,,99,9,99,9,0,,
3034485,B,2008061313,4239,3473,S,2945,S,846,S,1084,Q,892,Q,288,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9249,,210,,47,,320,,61,,99,9,99,9,0,,
3034485,B,2008061314,4120,2988,S,2004,S,1251,S,947,Q,607,Q,421,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9246,,214,,51,,270,,61,,99,9,99,9,0,,
3034485,B,2008061315,3819,1800,S,544,S,1363,S,580,Q,165,Q,447,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9245,,224,,73,,290,,47,,99,9,99,9,0,,
3034485,B,2008061316,3355,2695,S,2360,S,1030,S,852,Q,714,Q,348,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9246,,210,,66,,270,,42,,99,9,99,9,0,,
3034485,B,2008061317,2760,1438,S,819,S,963,S,463,Q,247,Q,319,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9247,,215,,71,,270,,47,,99,9,99,9,0,,
3034485,B,2008061318,2075,1226,S,1282,S,667,S,392,Q,380,Q,226,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9245,,198,,91,,310,,31,,99,9,99,9,0,,
3034485,B,2008061319,1348,961,S,1983,S,400,S,294,Q,546,Q,139,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9243,,176,,57,,300,,11,,99,9,99,9,0,,
3034485,B,2008061320,625,259,S,516,S,192,S,78,Q,103,Q,65,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9255,,166,,72,,330,,36,,99,9,99,9,0,,
3034485,B,2008061321,59,5,S,0,S,5,S,2,Q,0,Q,2,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9248,,160,,68,,310,,19,,99,9,99,9,0,,
3034485,B,2008061322,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9258,,143,,79,,170,,17,,99,9,99,9,0,,
3034485,B,2008061323,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9264,,115,,98,,10,,19,,99,9,99,9,0,,
3034485,B,2008061324,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9269,,116,,99,,250,,11,,99,9,99,9,0,,
3034485,B,2008061401,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9273,,110,,93,,320,,31,,99,9,99,9,0,,
3034485,B,2008061402,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9277,,97,,84,,340,,31,,99,9,99,9,0,,
3034485,B,2008061403,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9272,,98,,84,,330,,6,,99,9,99,9,0,,
3034485,B,2008061404,0,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9281,,98,,84,,270,,36,,99,9,99,9,0,,
3034485,B,2008061405,150,0,S,0,S,0,S,0,Q,0,Q,0,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9287,,100,,87,,300,,56,,99,9,99,9,0,,
3034485,B,2008061406,801,67,S,0,S,67,S,22,Q,0,Q,22,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9295,,98,,81,,300,,89,,99,9,99,9,0,,
3034485,B,2008061407,1529,168,S,0,S,168,S,54,Q,0,Q,54,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9298,,98,,76,,300,,53,,99,9,99,9,0,,
3034485,B,2008061408,2250,285,S,0,S,285,S,92,Q,0,Q,92,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9298,,111,,74,,280,,61,,99,9,99,9,0,,
3034485,B,2008061409,2917,763,S,30,S,745,S,246,Q,9,Q,240,Q,9999,9,99,9,9999,9,9999,9,9999,9,00000000,,9305,,119,,80,,330,,53,,99,9,99,9,0,,
